word,phonetic,pos,def,example,syn,ant,tags,premium,stub
Irreconcilable,,adjective,Describing something related to: Agreement / harmony.,"In the ""Agreement / harmony"" word cluster, irreconcilable helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Irrefutable,,adjective,Describing something related to: To prove false / to disprove.,"She underlined irrefutable while reviewing the ""To prove false / to disprove"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Irreproachable,,adjective,Describing something related to: Immoral.,"She underlined irreproachable while reviewing the ""Immoral"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Irresolute,,word,A vocabulary term from the group: Fickle / fluctuating.,"In the ""Fickle / fluctuating"" word cluster, irresolute helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Jaded,,word,A vocabulary term from the group: Lacking energy / lazy (−).,"In the ""Lacking energy / lazy (−)"" word cluster, jaded helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Jeopardy,,adjective,Describing something related to: Danger.,"In the ""Danger"" word cluster, jeopardy helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Jovial,,adjective,"Full of happiness, joy, or delight.",The jovial mood in the hall lifted after the good news.,,,GRE|GMAT|IELTS,false,false
Judicious,,adjective,Describing something related to: Intelligent / wise.,Only a judicious reader would miss the irony in that paragraph.,,,GRE|GMAT|IELTS,false,false
Justifiable,,adjective,Describing something related to: Proven to be right.,"In the ""Proven to be right"" word cluster, justifiable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Juxtaposition,,noun,"A person, thing, or quality related to: Place side by side.","She underlined juxtaposition while reviewing the ""Place side by side"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Kindle,,word,A vocabulary term from the group: Activate / speed up.,"She underlined kindle while reviewing the ""Activate / speed up"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Kindred,,word,"Full of happiness, joy, or delight.",A kindred crowd gathered outside the theater on opening night.,,,GRE|GMAT|IELTS,false,false
Laborious,,adjective,Describing something related to: Difficult.,"In the ""Difficult"" word cluster, laborious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Lackadaisical,,adjective,Describing something related to: Lacking energy / lazy (−).,"In the ""Lacking energy / lazy (−)"" word cluster, lackadaisical helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Lackluster,,word,A vocabulary term from the group: Lacking energy / lazy (−).,"In the ""Lacking energy / lazy (−)"" word cluster, lackluster helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Lament,,noun,"Marked by sadness, sorrow, or grief.",The poem captured a lament mood without becoming sentimental.,,,GRE|GMAT|IELTS,false,false
Languid,/ˈlæŋ.ɡwɪd/,adjective,Slow and relaxed.,"In context, the word languid means slow and relaxed.","lethargic,listless","energetic,vigorous",GRE,true,false
Lassitude,,word,A vocabulary term from the group: Lacking energy / lazy (−).,"In the ""Lacking energy / lazy (−)"" word cluster, lassitude helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Latitude,,word,At the final stage; concluding.,"In the ""Independence / freedom"" word cluster, latitude helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Laud,,word,Expressing praise or admiration.,The coach took a moment to laud the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Lax,,word,A vocabulary term from the group: Careless.,The medicine did little to lax her anxiety before the exam.,,,GRE|GMAT|IELTS,false,false
Layperson,,word,A vocabulary term from the group: Expert.,"She underlined layperson while reviewing the ""Expert"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Legitimate,,verb,Intended to mislead or deceive.,"She underlined legitimate while reviewing the ""Fake / deceptive"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Lethargic,/ləˈθɑː.dʒɪk/,adjective,Sluggish and apathetic.,"In context, the word lethargic means sluggish and apathetic.","sluggish,torpid","energetic,active",GRE,true,false
Levity,/ˈlev.ə.ti/,noun,Humor or frivolity.,Understanding the levity helps you grasp the author's argument.,"frivolity,lightness","seriousness,gravity",GRE,true,false
Linger,,word,A vocabulary term from the group: Be slow / waste time.,"She underlined linger while reviewing the ""Be slow / waste time"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Lionize,,verb,Express strong approval or admiration.,The coach took a moment to lionize the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Listless,,adjective,Describing something related to: Lacking energy / lazy (−).,"She underlined listless while reviewing the ""Lacking energy / lazy (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Lithe,,word,Willing or able to change or adapt easily.,"In the ""Flexible"" word cluster, lithe helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Litigious,,adjective,Describing something related to: Aggressive / argumentative.,"She underlined litigious while reviewing the ""Aggressive / argumentative"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Livid,,word,"Full of anger, rage, or irritation.",The unfair ruling left the crowd livid and restless.,,,GRE|GMAT|IELTS,false,false
Loathe,,word,A vocabulary term from the group: Hate.,"She underlined loathe while reviewing the ""Hate"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Lobbyist,,word,A vocabulary term from the group: Supporter / x enemy.,"In the ""Supporter / x enemy"" word cluster, lobbyist helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Long-Winded,,word,A vocabulary term from the group: Talkative / lots of words · –.,A good tutor knows when to long-winded and when to let students think.,,,GRE|GMAT|IELTS,false,false
Loquacious,/loʊˈkweɪ.ʃəs/,adjective,Tending to talk a great deal.,The loquacious speaker left little time for questions from the audience.,"verbose,garrulous","taciturn,reticent",GRE|IELTS,false,false
Lucid,/ˈluː.sɪd/,adjective,Expressed clearly; easy to understand.,The professor gave an lucid explanation that even beginners could follow.,"clear,coherent","confusing,unclear",GRE,true,false
Lucrative,,adjective,Describing something related to: Profitable.,"She underlined lucrative while reviewing the ""Profitable"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Ludicrous,,adjective,Describing something related to: Illogical / strange.,"In the ""Illogical / strange"" word cluster, ludicrous helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Lull,,word,"A temporary pause, break, or gap in continuity.","She underlined lull while reviewing the ""Interval / pause"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Luminary,,adjective,Describing something related to: Famous / superior.,"She underlined luminary while reviewing the ""Famous / superior"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Luminous,/ˈluː.mɪ.nəs/,adjective,Full of light; bright.,The situation seemed luminous to anyone who read the full report.,"radiant,glowing","dim,dark",GRE,true,false
Lure,,noun,"A person, thing, or quality related to: Tempt (−).","In the ""Tempt (−)"" word cluster, lure helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Lurid,,word,A vocabulary term from the group: Offensive / lusty.,"In the ""Offensive / lusty"" word cluster, lurid helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Lustrous,,adjective,Describing something related to: Shining.,"She underlined lustrous while reviewing the ""Shining"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Magnanimous,/mæɡˈnæn.ɪ.məs/,adjective,Generous in forgiving.,"Neighbors described her as magnanimous, always ready to help newcomers settle in.","noble,forgiving","petty,vindictive",GRE,true,false
Magnify,,adjective,"Greater in size, amount, or intensity.",Demand began to magnify after the product launch went viral.,,,GRE|GMAT|IELTS,false,false
Makeshift,,word,A vocabulary term from the group: Substitute.,"In the ""Substitute"" word cluster, makeshift helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Maladroit,,word,A vocabulary term from the group: Skillful.,"She underlined maladroit while reviewing the ""Skillful"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Malevolence,,noun,"A person, thing, or quality related to: Bitter feelings / ill-will.","She underlined malevolence while reviewing the ""Bitter feelings / ill-will"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Malfeasance,,noun,"A person, thing, or quality related to: Improper / inapropriate behaviour.","In the ""Improper / inapropriate behaviour"" word cluster, malfeasance helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Malice,,word,A vocabulary term from the group: Bitter feelings / ill-will.,"She underlined malice while reviewing the ""Bitter feelings / ill-will"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Malign,,word,A vocabulary term from the group: Accuse / defame.,"In the ""Accuse / defame"" word cluster, malign helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Malignant,,adjective,Describing something related to: Harmful / curse.,"She underlined malignant while reviewing the ""Harmful / curse"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Malinger,,word,A vocabulary term from the group: Be slow / waste time.,"She underlined malinger while reviewing the ""Be slow / waste time"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Malleable,/ˈmæl.i.ə.bəl/,adjective,Easily influenced.,"In context, the word malleable means easily influenced.","pliable,impressionable","rigid,inflexible",GRE|GMAT,true,false
Manacle,,word,A vocabulary term from the group: Restrain / x set free.,"She underlined manacle while reviewing the ""Restrain / x set free"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Mandate,,verb,To act in a way related to the idea of: Rule / principle / law.,"In the ""Rule / principle / law"" word cluster, mandate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Mandatory,,adjective,A sign or warning of future events.,Dark headlines gave an mandatory picture of what lay ahead for the economy.,,,GRE|GMAT|IELTS,false,false
Mannered,,word,A vocabulary term from the group: Artificial / pretense.,"In the ""Artificial / pretense"" word cluster, mannered helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Marginal,,adjective,A sign or warning of future events.,The marginal clouds suggested a storm was approaching fast.,,,GRE|GMAT|IELTS,false,false
Marginalization,,noun,"A person, thing, or quality related to: Unimportant / trivial.","She underlined marginalization while reviewing the ""Unimportant / trivial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Mask,,word,A vocabulary term from the group: Hide / cover / disguise.,"In the ""Hide / cover / disguise"" word cluster, mask helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Maverick,/ˈmæv.ər.ɪk/,noun,An unorthodox person.,The maverick in the story refused to follow the crowd without question.,"nonconformist,rebel","conformist,traditionalist",GRE|GMAT,true,false
Meager,,word,A vocabulary term from the group: Very less (−).,The medicine did little to meager her anxiety before the exam.,,,GRE|GMAT|IELTS,false,false
Meander,,word,A vocabulary term from the group: Having twists / turns / complex.,The coach took a moment to meander the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Melancholy,,adjective,"Marked by sadness, sorrow, or grief.",Rain against the window added to the melancholy atmosphere of the scene.,,,GRE|GMAT|IELTS,false,false
Meld,,word,A vocabulary term from the group: Combine.,"In the ""Combine"" word cluster, meld helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Mellifluous,,adjective,Describing something related to: Pleasant sounding.,"She underlined mellifluous while reviewing the ""Pleasant sounding"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Melodious,,adjective,Describing something related to: Pleasant sounding.,"She underlined melodious while reviewing the ""Pleasant sounding"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Menace,,word,"A temporary pause, break, or gap in continuity.","She underlined menace while reviewing the ""Criminals / law-breaker"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Mendacity,,noun,"A person, thing, or quality related to: Falsehood.","In the ""Falsehood"" word cluster, mendacity helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
